ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,5.081184199999999,6.3039972107797455,7.902102317787084,5.081184199999999,5.081184199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4001377642642352,0.4001377642642352,0.4001377642642352,0.39103086326422254,0.39103086326422254,0.39103086326422254,0.009106901000012685,0.009106901000012685,0.009106901000012685,0.0,0.0,0.0,7.114357885602756
2022-01-02,5.08113620136073,2.772766780859075,4.32326783442523,5.08113620136073,5.08113620136073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2981108685059487,-0.2981108685059487,-0.2981108685059487,-0.30158103369556133,-0.30158103369556133,-0.30158103369556133,0.0034701651896126267,0.0034701651896126267,0.0034701651896126267,0.0,0.0,0.0,3.5663942753760653
2022-01-03,5.08108820272146,4.156626544157609,5.706782246457869,5.08108820272146,5.08108820272146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029230847613213262,-0.029230847613213262,-0.029230847613213262,-0.026876905659564687,-0.026876905659564687,-0.026876905659564687,-0.0023539419536485647,-0.0023539419536485647,-0.0023539419536485647,0.0,0.0,0.0,4.932563687758414
2022-01-04,5.081040204082191,4.231285250883889,5.76249228544518,5.081040204082191,5.081040204082191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019874965749830137,-0.019874965749830137,-0.019874965749830137,-0.011586139969334816,-0.011586139969334816,-0.011586139969334816,-0.00828882578049532,-0.00828882578049532,-0.00828882578049532,0.0,0.0,0.0,4.980054704052547
2022-01-05,5.0809922054429215,4.0618779661502815,5.680114803692382,5.0809922054429215,5.0809922054429215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03492794031988083,-0.03492794031988083,-0.03492794031988083,-0.020675131921169237,-0.020675131921169237,-0.020675131921169237,-0.014252808398711592,-0.014252808398711592,-0.014252808398711592,0.0,0.0,0.0,4.903523612925432
2022-01-06,5.080944206803652,4.141888482663009,5.733273538310205,5.080944206803652,5.080944206803652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027754820800372476,-0.027754820800372476,-0.027754820800372476,-0.0075942000003002275,-0.0075942000003002275,-0.0075942000003002275,-0.02016062080007226,-0.02016062080007226,-0.02016062080007226,0.0,0.0,0.0,4.939923510847126
2022-01-07,5.080896208164383,4.04975454866536,5.586727022003134,5.080896208164383,5.080896208164383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04864247257241766,-0.04864247257241766,-0.04864247257241766,-0.022717452016671025,-0.022717452016671025,-0.022717452016671025,-0.02592502055574663,-0.02592502055574663,-0.02592502055574663,0.0,0.0,0.0,4.833748853715446
2022-01-08,5.080848209525113,6.216747641177954,7.68736377478921,5.080848209525113,5.080848209525113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595723629736757,0.3595723629736757,0.3595723629736757,0.3910308632647252,0.3910308632647252,0.3910308632647252,-0.031458500291049483,-0.031458500291049483,-0.031458500291049483,0.0,0.0,0.0,6.907780806134627
2022-01-09,5.080800210885844,2.6326683244231206,4.195806459044884,5.080800210885844,5.080800210885844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3382560828696135,-0.3382560828696135,-0.3382560828696135,-0.3015810336956778,-0.3015810336956778,-0.3015810336956778,-0.03667504917393572,-0.03667504917393572,-0.03667504917393572,0.0,0.0,0.0,3.362188633708492
2022-01-10,5.0807522122465745,3.887759401933929,5.510785721795017,5.0807522122465745,5.0807522122465745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06836883323660176,-0.06836883323660176,-0.06836883323660176,-0.02687690565868417,-0.02687690565868417,-0.02687690565868417,-0.041491927577917594,-0.041491927577917594,-0.041491927577917594,0.0,0.0,0.0,4.733387111530993
2022-01-11,5.080704213607305,3.9788701491147904,5.559001769114952,5.080704213607305,5.080704213607305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05741755394811134,-0.05741755394811134,-0.05741755394811134,-0.011586139970249876,-0.011586139970249876,-0.011586139970249876,-0.04583141397786147,-0.04583141397786147,-0.04583141397786147,0.0,0.0,0.0,4.788982605328111
2022-01-12,5.080656214968036,3.9482743749458993,5.482730697845155,5.080656214968036,5.080656214968036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0702976149688655,-0.0702976149688655,-0.0702976149688655,-0.02067513192303415,-0.02067513192303415,-0.02067513192303415,-0.049622483045831355,-0.049622483045831355,-0.049622483045831355,0.0,0.0,0.0,4.72349820057904
2022-01-13,5.080608216328766,3.975725789182424,5.5026082777808405,5.080608216328766,5.080608216328766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06039657485171815,-0.06039657485171815,-0.06039657485171815,-0.007594199999958445,-0.007594199999958445,-0.007594199999958445,-0.052802374851759704,-0.052802374851759704,-0.052802374851759704,0.0,0.0,0.0,4.773756881899012
2022-01-14,5.080560217689497,3.9045701594437454,5.4483047807992655,5.080560217689497,5.080560217689497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07803546904541853,-0.07803546904541853,-0.07803546904541853,-0.02271745201855027,-0.02271745201855027,-0.02271745201855027,-0.05531801702686825,-0.05531801702686825,-0.05531801702686825,0.0,0.0,0.0,4.684096318088603
2022-01-15,5.080512219050227,6.007535870311064,7.491980366292621,5.080512219050227,5.080512219050227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33390359858553875,0.33390359858553875,0.33390359858553875,0.391030863264625,0.391030863264625,0.391030863264625,-0.05712726467908622,-0.05712726467908622,-0.05712726467908622,0.0,0.0,0.0,6.7769135316488995
2022-01-16,5.080464220410958,2.4104791363035414,3.9437886728799576,5.080464220410958,5.080464220410958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3597809603913089,-0.3597809603913089,-0.3597809603913089,-0.3015810336962158,-0.3015810336962158,-0.3015810336962158,-0.058199926695093135,-0.058199926695093135,-0.058199926695093135,0.0,0.0,0.0,3.252609923957821
2022-01-17,5.080416221771689,3.8555298895683645,5.437843610894552,5.080416221771689,5.080416221771689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08539545739281923,-0.08539545739281923,-0.08539545739281923,-0.026876905658765077,-0.026876905658765077,-0.026876905658765077,-0.05851855173405416,-0.05851855173405416,-0.05851855173405416,0.0,0.0,0.0,4.646571754767597
2022-01-18,5.080368223132419,3.9664228585247163,5.538699131019352,5.080368223132419,5.080368223132419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06966509257394973,-0.06966509257394973,-0.06966509257394973,-0.011586139971164908,-0.011586139971164908,-0.011586139971164908,-0.05807895260278483,-0.05807895260278483,-0.05807895260278483,0.0,0.0,0.0,4.726443900558147
2022-01-19,5.08032022449315,3.92782352851401,5.490646295235892,5.08032022449315,5.08032022449315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07756558559198841,-0.07756558559198841,-0.07756558559198841,-0.020675131921296414,-0.020675131921296414,-0.020675131921296414,-0.056890453670691996,-0.056890453670691996,-0.056890453670691996,0.0,0.0,0.0,4.686262211285516
2022-01-20,5.08027222585388,3.949814501613587,5.497774100135348,5.08027222585388,5.08027222585388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06257005238828921,-0.06257005238828921,-0.06257005238828921,-0.007594199999616663,-0.007594199999616663,-0.007594199999616663,-0.054975852388672544,-0.054975852388672544,-0.054975852388672544,0.0,0.0,0.0,4.762399326535433
2022-01-21,5.080224227214611,3.9358604833603437,5.4768812710174535,5.080224227214611,5.080224227214611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0750885446782438,-0.0750885446782438,-0.0750885446782438,-0.02271745201774078,-0.02271745201774078,-0.02271745201774078,-0.05237109266050302,-0.05237109266050302,-0.05237109266050302,0.0,0.0,0.0,4.698757583353911
2022-01-22,5.080176228575342,5.997251949880933,7.560091651099347,5.080176228575342,5.080176228575342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34190620865334753,0.34190620865334753,0.34190620865334753,0.3910308632643231,0.3910308632643231,0.3910308632643231,-0.049124654610975566,-0.049124654610975566,-0.049124654610975566,0.0,0.0,0.0,6.817120022178399
2022-01-23,5.080128229936073,2.5853888926284054,4.045502222297919,5.080128229936073,5.080128229936073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3468777057271607,-0.3468777057271607,-0.3468777057271607,-0.30158103369591077,-0.30158103369591077,-0.30158103369591077,-0.04529667203124993,-0.04529667203124993,-0.04529667203124993,0.0,0.0,0.0,3.317945004736066
2022-01-24,5.080080231296804,3.942420577298458,5.497746423198134,5.080080231296804,5.080080231296804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.067834700949018,-0.067834700949018,-0.067834700949018,-0.026876905660567108,-0.026876905660567108,-0.026876905660567108,-0.04095779528845088,-0.04095779528845088,-0.04095779528845088,0.0,0.0,0.0,4.735474508009767
2022-01-25,5.080032232657534,4.102411441203323,5.6282936145184275,5.080032232657534,5.080032232657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04777396356765877,-0.04777396356765877,-0.04777396356765877,-0.011586139969458342,-0.011586139969458342,-0.011586139969458342,-0.03618782359820043,-0.03618782359820043,-0.03618782359820043,0.0,0.0,0.0,4.837338957852021
2022-01-26,5.079984234018265,4.046665881705591,5.578410639032487,5.079984234018265,5.079984234018265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05174926804246467,-0.05174926804246467,-0.05174926804246467,-0.020675131921760764,-0.020675131921760764,-0.020675131921760764,-0.03107413612070391,-0.03107413612070391,-0.03107413612070391,0.0,0.0,0.0,4.817098768240559
2022-01-27,5.079936235378995,4.156955176875822,5.698073464943861,5.079936235378995,5.079936235378995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033304156210471086,-0.033304156210471086,-0.033304156210471086,-0.007594200000487841,-0.007594200000487841,-0.007594200000487841,-0.025709956209983235,-0.025709956209983235,-0.025709956209983235,0.0,0.0,0.0,4.910753245456701
2022-01-28,5.079888236739726,4.0774503624432255,5.67992900112952,5.079888236739726,5.079888236739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042909939216776743,-0.042909939216776743,-0.042909939216776743,-0.02271745201771644,-0.02271745201771644,-0.02271745201771644,-0.020192487199060312,-0.020192487199060312,-0.020192487199060312,0.0,0.0,0.0,4.861910541273205
2022-01-29,5.079840238100456,6.255896116853102,7.767010194762666,5.079840238100456,5.079840238100456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3764099020281547,0.3764099020281547,0.3764099020281547,0.39103086326402114,0.39103086326402114,0.39103086326402114,-0.014620961235866457,-0.014620961235866457,-0.014620961235866457,0.0,0.0,0.0,6.991942404442526
2022-01-30,5.079792239235655,2.7110707279643527,4.291556702749753,5.079792239235655,5.079792239235655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31067567851224076,-0.31067567851224076,-0.31067567851224076,-0.3015810336952788,-0.3015810336952788,-0.3015810336952788,-0.009094644816962046,-0.009094644816962046,-0.009094644816962046,0.0,0.0,0.0,3.501624338609903
2022-01-31,5.079744240370853,4.128613180311078,5.62163806182535,5.079744240370853,5.079744240370853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030587751401809804,-0.030587751401809804,-0.030587751401809804,-0.026876905660648015,-0.026876905660648015,-0.026876905660648015,-0.0037108457411618003,-0.0037108457411618003,-0.0037108457411618003,0.0,0.0,0.0,4.9243662863616136
