ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,37.8550055,15.46821193925043,34.575540038912116,37.8550055,37.8550055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01654496909560592,0.01654496909560592,0.01654496909560592,-0.3317643887133995,-0.3317643887133995,-0.3317643887133995,0.39124268219099656,0.39124268219099656,0.39124268219099656,-0.739552040000002,-0.739552040000002,-0.739552040000002,0.0,0.0,0.0,25.29606274055012
2022-01-02,37.85371670062786,-11.695102792956684,8.229266600865575,37.85371670062786,37.85371670062786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4089628639761994e-05,5.4089628639761994e-05,5.4089628639761994e-05,-1.0350140342405163,-1.0350140342405163,-1.0350140342405163,-0.2948861239479921,-0.2948861239479921,-0.2948861239479921,-0.7401819999211641,-0.7401819999211641,-0.7401819999211641,0.0,0.0,0.0,-1.3254113326865875
2022-01-03,37.85242790125571,0.17296960727659297,19.126942164070638,37.85242790125571,37.85242790125571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006053192931759685,0.006053192931759685,0.006053192931759685,-0.7450114840343116,-0.7450114840343116,-0.7450114840343116,-0.01035189827339357,-0.01035189827339357,-0.01035189827339357,-0.7407127786926777,-0.7407127786926777,-0.7407127786926777,0.0,0.0,0.0,9.65193441623941
2022-01-04,37.85113910188356,0.2700719261947813,20.0891195343746,37.85113910188356,37.85113910188356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02556041296878668,0.02556041296878668,0.02556041296878668,-0.7238706811747164,-0.7238706811747164,-0.7238706811747164,-0.008349682653144702,-0.008349682653144702,-0.008349682653144702,-0.7410814114903582,-0.7410814114903582,-0.7410814114903582,0.0,0.0,0.0,10.451809256964165
2022-01-05,37.84985030251142,1.014843131095801,19.548220190129214,37.84985030251142,37.84985030251142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03873286532407262,0.03873286532407262,0.03873286532407262,-0.7393434588107609,-0.7393434588107609,-0.7393434588107609,-0.036855213694604795,-0.036855213694604795,-0.036855213694604795,-0.7412211104402288,-0.7412211104402288,-0.7412211104402288,0.0,0.0,0.0,9.865811064383102
2022-01-06,37.84856150313927,0.28505188410449644,19.35913992473752,37.84856150313927,37.84856150313927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03222033767083256,0.03222033767083256,0.03222033767083256,-0.7413641346070707,-0.7413641346070707,-0.7413641346070707,-0.03251960000031853,-0.03251960000031853,-0.03251960000031853,-0.7410648722775844,-0.7410648722775844,-0.7410648722775844,0.0,0.0,0.0,9.788995458241933
2022-01-07,37.847272703767125,0.6545928553545223,19.182932959603644,37.847272703767125,37.847272703767125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009515910093231564,0.009515910093231564,0.009515910093231564,-0.7393135876114569,-0.7393135876114569,-0.7393135876114569,-0.008280163619867414,-0.008280163619867414,-0.008280163619867414,-0.7405493340848212,-0.7405493340848212,-0.7405493340848212,0.0,0.0,0.0,9.866269739835886
2022-01-08,37.84598390439498,15.042524064529193,33.62080265630173,37.84598390439498,37.84598390439498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013673231063997765,-0.013673231063997765,-0.013673231063997765,-0.3620492657147033,-0.3620492657147033,-0.3620492657147033,0.3912426821915051,0.3912426821915051,0.3912426821915051,-0.7396187168422107,-0.7396187168422107,-0.7396187168422107,0.0,0.0,0.0,24.143873221558295
2022-01-09,37.84469510502283,-10.583614217240305,7.136638917541968,37.84469510502283,37.84469510502283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023442548216529083,-0.023442548216529083,-0.023442548216529083,-1.0565573607639278,-1.0565573607639278,-1.0565573607639278,-0.29488612394811375,-0.29488612394811375,-0.29488612394811375,-0.7382286885992847,-0.7382286885992847,-0.7382286885992847,0.0,0.0,0.0,-2.140396074055629
2022-01-10,37.84340630565068,-0.3459528941941119,17.733124295895195,37.84340630565068,37.84340630565068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018057479032737737,-0.018057479032737737,-0.018057479032737737,-0.7647593544889157,-0.7647593544889157,-0.7647593544889157,-0.010351898272550245,-0.010351898272550245,-0.010351898272550245,-0.7363499771836278,-0.7363499771836278,-0.7363499771836278,0.0,0.0,0.0,8.902307327679504
2022-01-11,37.84211750627854,0.0805012239100805,18.62453955621424,37.84211750627854,37.84211750627854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006456524804585072,-0.006456524804585072,-0.006456524804585072,-0.7487777741185103,-0.7487777741185103,-0.7487777741185103,-0.008349682654041055,-0.008349682654041055,-0.008349682654041055,-0.7339715666598843,-0.7339715666598843,-0.7339715666598843,0.0,0.0,0.0,9.506780991996182
