ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,45.2475,46.43567386340111,60.49289856867231,45.2475,45.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007969775659035946,0.007969775659035946,0.007969775659035946,0.18649462051947135,0.18649462051947135,0.18649462051947135,0.38140796486044104,0.38140796486044104,0.38140796486044104,-0.2028831200000056,-0.2028831200000056,-0.2028831200000056,0.0,0.0,0.0,53.68591534195478
2022-01-02,45.24682583675799,15.29545699568574,29.700429425241413,45.24682583675799,45.24682583675799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006671082885675065,0.006671082885675065,0.006671082885675065,-0.49689251946613733,-0.49689251946613733,-0.49689251946613733,-0.3016837262469013,-0.3016837262469013,-0.3016837262469013,-0.20187987610491098,-0.20187987610491098,-0.20187987610491098,0.0,0.0,0.0,22.764016548885795
2022-01-03,45.24615167351598,27.5494518320236,42.58017806361784,45.24615167351598,45.24615167351598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004693545543058036,0.004693545543058036,0.004693545543058036,-0.22124285487980078,-0.22124285487980078,-0.22124285487980078,-0.0245301966908628,-0.0245301966908628,-0.0245301966908628,-0.20140620373199605,-0.20140620373199605,-0.20140620373199605,0.0,0.0,0.0,35.23576390494283
2022-01-04,45.24547751027397,28.47219739224095,42.611968021757924,45.24547751027397,45.24547751027397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002582987446730348,0.002582987446730348,0.002582987446730348,-0.21821885952516823,-0.21821885952516823,-0.21821885952516823,-0.01934556676859979,-0.01934556676859979,-0.01934556676859979,-0.20145628020329875,-0.20145628020329875,-0.20145628020329875,0.0,0.0,0.0,35.37206100931034
2022-01-05,45.24480334703196,27.597668718372596,42.404961408852245,45.24480334703196,45.24480334703196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009543092011299699,0.0009543092011299699,0.0009543092011299699,-0.2247643303007688,-0.2247643303007688,-0.2247643303007688,-0.023710703346515864,-0.023710703346515864,-0.023710703346515864,-0.2020079361553829,-0.2020079361553829,-0.2020079361553829,0.0,0.0,0.0,35.07538542314634
2022-01-06,45.24412918378996,28.854227433681274,43.45731620691774,45.24412918378996,45.24412918378996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033667793986372294,0.00033667793986372294,0.00033667793986372294,-0.20897266237673187,-0.20897266237673187,-0.20897266237673187,-0.006285400000309714,-0.006285400000309714,-0.006285400000309714,-0.2030239403162859,-0.2030239403162859,-0.2030239403162859,0.0,0.0,0.0,35.78934305133658
2022-01-07,45.24345502054795,28.713505449454438,43.04781507114408,45.24345502054795,45.24345502054795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010208594901265334,0.0010208594901265334,0.0010208594901265334,-0.2092852765311342,-0.2092852765311342,-0.2092852765311342,-0.005852371805653664,-0.005852371805653664,-0.005852371805653664,-0.20445376421560707,-0.20445376421560707,-0.20445376421560707,0.0,0.0,0.0,35.774666025348644
2022-01-08,45.24278085730594,46.1002416367119,60.35278680215427,45.24278085730594,45.24278085730594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002956655699389853,0.002956655699389853,0.002956655699389853,0.17812886162552943,0.17812886162552943,0.17812886162552943,0.38140796486095796,0.38140796486095796,0.38140796486095796,-0.20623575893481833,-0.20623575893481833,-0.20623575893481833,0.0,0.0,0.0,53.30182590819114
2022-01-09,45.24210669406393,15.290213247159672,30.31672820661456,45.24210669406393,45.24210669406393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00573689936637533,0.00573689936637533,0.00573689936637533,-0.5042464900802384,-0.5042464900802384,-0.5042464900802384,-0.3016837262470207,-0.3016837262470207,-0.3016837262470207,-0.20829966319959312,-0.20829966319959312,-0.20829966319959312,0.0,0.0,0.0,22.428933189746537
2022-01-10,45.24143253082192,27.828311177939575,42.029629049769625,45.24143253082192,45.24143253082192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008679740538268914,0.008679740538268914,0.008679740538268914,-0.2264198081705015,-0.2264198081705015,-0.2264198081705015,-0.02453019669002074,-0.02453019669002074,-0.02453019669002074,-0.21056935201874974,-0.21056935201874974,-0.21056935201874974,0.0,0.0,0.0,34.99787605583453
2022-01-11,45.24075836757991,28.181588002331516,42.13420249202675,45.24075836757991,45.24075836757991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010990924464013702,0.010990924464013702,0.010990924464013702,-0.2213203702937776,-0.2213203702937776,-0.2213203702937776,-0.019345566769487302,-0.019345566769487302,-0.019345566769487302,-0.21296572798830402,-0.21296572798830402,-0.21296572798830402,0.0,0.0,0.0,35.22805697329581
2022-01-12,45.2400842043379,28.116393327804616,42.663303621272426,45.2400842043379,45.2400842043379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011962436047865788,0.011962436047865788,0.011962436047865788,-0.22715792080544228,-0.22715792080544228,-0.22715792080544228,-0.023710703348331183,-0.023710703348331183,-0.023710703348331183,-0.2154096535049769,-0.2154096535049769,-0.2154096535049769,0.0,0.0,0.0,34.96344073941737
2022-01-13,45.23941004109589,28.555037702763244,42.966632196084475,45.23941004109589,45.23941004109589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011151895682316535,0.011151895682316535,0.011151895682316535,-0.21295832589785305,-0.21295832589785305,-0.21295832589785305,-0.006285399999960833,-0.006285399999960833,-0.006285399999960833,-0.21782482158020872,-0.21782482158020872,-0.21782482158020872,0.0,0.0,0.0,35.60530101413759
2022-01-14,45.238735877853884,28.452081231943158,42.650461653011426,45.238735877853884,45.238735877853884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008492602540376131,0.008492602540376131,0.008492602540376131,-0.217500234977009,-0.217500234977009,-0.217500234977009,-0.005852371807505252,-0.005852371807505252,-0.005852371807505252,-0.22014046570987983,-0.22014046570987983,-0.22014046570987983,0.0,0.0,0.0,35.39930019435782
2022-01-15,45.238061714611874,45.53195283600322,59.31896323377008,45.238061714611874,45.238061714611874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004305342852672962,0.004305342852672962,0.004305342852672962,0.1634194924782671,0.1634194924782671,0.1634194924782671,0.3814079648608561,0.3814079648608561,0.3814079648608561,-0.22229381523526198,-0.22229381523526198,-0.22229381523526198,0.0,0.0,0.0,52.63084280071427
