ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,64.332299,39.24109806407365,67.1450411389756,64.332299,64.332299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03249677388701505,0.03249677388701505,0.03249677388701505,-0.17895143678091857,-0.17895143678091857,-0.17895143678091857,0.3734225793320633,0.3734225793320633,0.3734225793320633,-0.5848707899999971,-0.5848707899999971,-0.5848707899999971,0.0,0.0,0.0,52.81994166253035
2022-01-02,64.33077704829908,-6.586362166396648,22.915365103886124,64.33077704829908,64.33077704829908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01804941662240655,0.01804941662240655,0.01804941662240655,-0.8829690218522183,-0.8829690218522183,-0.8829690218522183,-0.3160933877353755,-0.3160933877353755,-0.3160933877353755,-0.5849250507392492,-0.5849250507392492,-0.5849250507392492,0.0,0.0,0.0,7.528693762969309
2022-01-03,64.32925509659817,11.864245129718274,39.756597822779625,64.32925509659817,64.32925509659817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006393052708850265,0.006393052708850265,0.006393052708850265,-0.5910339861262732,-0.5910339861262732,-0.5910339861262732,-0.012553857731681453,-0.012553857731681453,-0.012553857731681453,-0.5848731811034419,-0.5848731811034419,-0.5848731811034419,0.0,0.0,0.0,26.308479032321877
2022-01-04,64.32773314489725,11.989081704487987,40.10555057195899,64.32773314489725,64.32773314489725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038371297410093094,0.0038371297410093094,0.0038371297410093094,-0.5890471785142531,-0.5890471785142531,-0.5890471785142531,-0.008195164586348946,-0.008195164586348946,-0.008195164586348946,-0.5846891436689134,-0.5846891436689134,-0.5846891436689134,0.0,0.0,0.0,26.43566343567772
2022-01-05,64.32621119319636,11.83698727446138,40.734646985297914,64.32621119319636,64.32621119319636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00945819572033722,0.00945819572033722,0.00945819572033722,-0.5939789095593907,-0.5939789095593907,-0.5939789095593907,-0.019092754455254296,-0.019092754455254296,-0.019092754455254296,-0.5843443508244736,-0.5843443508244736,-0.5843443508244736,0.0,0.0,0.0,26.117798412574512
2022-01-06,64.32468924149543,11.621229051627687,40.848980089926165,64.32468924149543,64.32468924149543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016825428322872708,0.016825428322872708,0.016825428322872708,-0.583110346912235,-0.583110346912235,-0.583110346912235,-0.016126200000319876,-0.016126200000319876,-0.016126200000319876,-0.5838095752347877,-0.5838095752347877,-0.5838095752347877,0.0,0.0,0.0,26.816297382865326
2022-01-07,64.32316728979451,12.36783279228407,41.642680308219894,64.32316728979451,64.32316728979451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01892711859921477,0.01892711859921477,0.01892711859921477,-0.565491164608688,-0.565491164608688,-0.565491164608688,-0.001361214821477691,-0.001361214821477691,-0.001361214821477691,-0.5830570683864251,-0.5830570683864251,-0.5830570683864251,0.0,0.0,0.0,27.94898450776915
2022-01-08,64.32164533809362,37.57698802546084,66.02960937635758,64.32164533809362,64.32164533809362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01238701109065426,0.01238701109065426,0.01238701109065426,-0.19625320340641422,-0.19625320340641422,-0.19625320340641422,0.37342257933259815,0.37342257933259815,0.37342257933259815,-0.5820627938296666,-0.5820627938296666,-0.5820627938296666,0.0,0.0,0.0,51.6983163921215
2022-01-09,64.3201233863927,-8.705798991596915,20.533159653027834,64.3201233863927,64.3201233863927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013478996043666887,-0.0013478996043666887,-0.0013478996043666887,-0.8982499613141274,-0.8982499613141274,-0.8982499613141274,-0.3160933877354959,-0.3160933877354959,-0.3160933877354959,-0.5808086739742647,-0.5808086739742647,-0.5808086739742647,0.0,0.0,0.0,6.544575042845557
2022-01-10,64.31860143469177,10.14343315668736,39.62426927437653,64.31860143469177,64.31860143469177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017442314950729416,-0.017442314950729416,-0.017442314950729416,-0.6092809179147325,-0.6092809179147325,-0.6092809179147325,-0.01255385773084336,-0.01255385773084336,-0.01255385773084336,-0.5792847452331596,-0.5792847452331596,-0.5792847452331596,0.0,0.0,0.0,25.130504913570938
2022-01-11,64.31707948299086,11.214088941114488,39.80143020938456,64.31707948299086,64.31707948299086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0300128034417422,-0.0300128034417422,-0.0300128034417422,-0.6156990841640491,-0.6156990841640491,-0.6156990841640491,-0.008195164587234127,-0.008195164587234127,-0.008195164587234127,-0.5774911161350728,-0.5774911161350728,-0.5774911161350728,0.0,0.0,0.0,24.717112549207037
2022-01-12,64.31555753128995,9.898642685390397,38.72740987112765,64.31555753128995,64.31555753128995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03427607622807004,-0.03427607622807004,-0.03427607622807004,-0.6288084574908729,-0.6288084574908729,-0.6288084574908729,-0.019092754457089627,-0.019092754457089627,-0.019092754457089627,-0.5754396268057134,-0.5754396268057134,-0.5754396268057134,0.0,0.0,0.0,23.873391007374025
2022-01-13,64.31403557958905,10.961124818369504,39.19297651746417,64.31403557958905,64.31403557958905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028419727860960368,-0.028419727860960368,-0.028419727860960368,-0.617701043749329,-0.617701043749329,-0.617701043749329,-0.016126199999960705,-0.016126199999960705,-0.016126199999960705,-0.573155115888408,-0.573155115888408,-0.573155115888408,0.0,0.0,0.0,24.587188674345413
2022-01-14,64.31251362788812,11.714970553045955,40.76672924194834,64.31251362788812,64.31251362788812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014998130048932731,-0.014998130048932731,-0.014998130048932731,-0.5870355572056217,-0.5870355572056217,-0.5870355572056217,-0.001361214823373147,-0.001361214823373147,-0.001361214823373147,-0.5706762123333159,-0.5706762123333159,-0.5706762123333159,0.0,0.0,0.0,26.558781355046676
2022-01-15,64.31099167618721,36.5963409756812,64.71909265630265,64.31099167618721,64.31099167618721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007438177703441525,-0.0007438177703441525,-0.0007438177703441525,-0.19537682264616035,-0.19537682264616035,-0.19537682264616035,0.37342257933249456,0.37342257933249456,0.37342257933249456,-0.5680555842083108,-0.5680555842083108,-0.5680555842083108,0.0,0.0,0.0,51.746114461270096
2022-01-16,64.3094697244863,-6.3057909509724395,22.815020821882083,64.3094697244863,64.3094697244863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00631067167635996,0.00631067167635996,0.00631067167635996,-0.8751423103944683,-0.8751423103944683,-0.8751423103944683,-0.31609338773595935,-0.31609338773595935,-0.31609338773595935,-0.5653595943348689,-0.5653595943348689,-0.5653595943348689,0.0,0.0,0.0,8.029531809556248
2022-01-17,64.30794777278538,13.26750334575595,41.521423058673214,64.30794777278538,64.30794777278538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016559980075173428,0.0016559980075173428,0.0016559980075173428,-0.573565192297676,-0.573565192297676,-0.573565192297676,-0.012553857730891071,-0.012553857730891071,-0.012553857730891071,-0.5626673325743023,-0.5626673325743023,-0.5626673325743023,0.0,0.0,0.0,27.42314734221883
2022-01-18,64.30642582108447,12.849426966850087,41.28317775875043,64.30642582108447,64.30642582108447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012021808132002553,-0.012021808132002553,-0.012021808132002553,-0.580285989081355,-0.580285989081355,-0.580285989081355,-0.008195164588119308,-0.008195164588119308,-0.008195164588119308,-0.5600690163612332,-0.5600690163612332,-0.5600690163612332,0.0,0.0,0.0,26.990307909209687
2022-01-19,64.30490386938357,11.5587421793304,39.74616845070412,64.30490386938357,64.30490386938357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025682118901305208,-0.025682118901305208,-0.025682118901305208,-0.6024386472471958,-0.6024386472471958,-0.6024386472471958,-0.019092754455349754,-0.019092754455349754,-0.019092754455349754,-0.5576637738905409,-0.5576637738905409,-0.5576637738905409,0.0,0.0,0.0,25.565144570951166
2022-01-20,64.30338191768264,12.109258030764742,39.78102185290457,64.30338191768264,64.30338191768264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029703735525853467,-0.029703735525853467,-0.029703735525853467,-0.6013867829963193,-0.6013867829963193,-0.6013867829963193,-0.01612619999960152,-0.01612619999960152,-0.01612619999960152,-0.5555568474708643,-0.5555568474708643,-0.5555568474708643,0.0,0.0,0.0,25.632177930423786
2022-01-21,64.30185996598173,13.57973883988912,41.75064105165304,64.30185996598173,64.30185996598173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020842936995748965,-0.020842936995748965,-0.020842936995748965,-0.576060429007258,-0.576060429007258,-0.576060429007258,-0.0013612148225400356,-0.0013612148225400356,-0.0013612148225400356,-0.5538562771889688,-0.5538562771889688,-0.5538562771889688,0.0,0.0,0.0,27.26010292801367
