ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,1.921768,2.900189352835303,3.5844414481487705,1.921768,1.921768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932266344743224,0.6932266344743224,0.6932266344743224,0.39014369447432373,0.39014369447432373,0.39014369447432373,0.3030829399999987,0.3030829399999987,0.3030829399999987,0.0,0.0,0.0,3.2539887628804496
2022-01-02,1.9217348651598172,1.5679549861639963,2.2171318247583742,1.9217348651598172,1.9217348651598172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010797744898825345,-0.010797744898825345,-0.010797744898825345,-0.31392980965172224,-0.31392980965172224,-0.31392980965172224,0.3031320647528969,0.3031320647528969,0.3031320647528969,0.0,0.0,0.0,1.9009844623226428
2022-01-03,1.9217017303196346,2.1633213182651776,2.8167156169179868,1.9217017303196346,1.9217017303196346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2963210797498371,0.2963210797498371,0.2963210797498371,-0.006320430662222237,-0.006320430662222237,-0.006320430662222237,0.30264151041205933,0.30264151041205933,0.30264151041205933,0.0,0.0,0.0,2.4911424620050795
2022-01-04,1.921668595479452,2.1583269733696606,2.824673728715325,1.921668595479452,1.921668595479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28842747297921667,0.28842747297921667,0.28842747297921667,-0.013182432797438429,-0.013182432797438429,-0.013182432797438429,0.3016099057766551,0.3016099057766551,0.3016099057766551,0.0,0.0,0.0,2.4759306123771108
2022-01-05,1.9216354606392694,2.092408804538836,2.7821634455322384,1.9216354606392694,1.9216354606392694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2693618658976116,0.2693618658976116,0.2693618658976116,-0.030685312828004838,-0.030685312828004838,-0.030685312828004838,0.30004717872561637,0.30004717872561637,0.30004717872561637,0.0,0.0,0.0,2.4392507738920792
2022-01-06,1.9216023257990866,2.1572097914477593,2.795498178286322,1.9216023257990866,1.9216023257990866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2818225245464617,0.2818225245464617,0.2818225245464617,-0.016152500000330763,-0.016152500000330763,-0.016152500000330763,0.2979750245467924,0.2979750245467924,0.2979750245467924,0.0,0.0,0.0,2.4631531444301373
2022-01-07,1.921569190958904,2.125397242923107,2.806514944268017,1.921569190958904,1.921569190958904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2855539797223414,0.2855539797223414,0.2855539797223414,-0.009873208532899025,-0.009873208532899025,-0.009873208532899025,0.29542718825524045,0.29542718825524045,0.29542718825524045,0.0,0.0,0.0,2.470280920749059
2022-01-08,1.9215360561187214,2.9176059731133197,3.5597418957029023,1.9215360561187214,1.9215360561187214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6825932250864112,0.6825932250864112,0.6825932250864112,0.3901436944748494,0.3901436944748494,0.3901436944748494,0.2924495306115617,0.2924495306115617,0.2924495306115617,0.0,0.0,0.0,3.2331635497846225
2022-01-09,1.9215029212785388,1.5524778837032898,2.1950262928736177,1.9215029212785388,1.9215029212785388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024829959387634853,-0.024829959387634853,-0.024829959387634853,-0.3139298096518367,-0.3139298096518367,-0.3139298096518367,0.2890998502642018,0.2890998502642018,0.2890998502642018,0.0,0.0,0.0,1.873792081779971
2022-01-10,1.921469786438356,2.104227586212106,2.8035430196738753,1.921469786438356,1.921469786438356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27912700782046107,0.27912700782046107,0.27912700782046107,-0.0063204306613463546,-0.0063204306613463546,-0.0063204306613463546,0.2854474384818074,0.2854474384818074,0.2854474384818074,0.0,0.0,0.0,2.4578038985443147
