ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,4.3650486,4.288899211188673,5.753728248517819,4.3650486,4.3650486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15354118889509225,0.15354118889509225,0.15354118889509225,0.40549589989509827,0.40549589989509827,0.40549589989509827,-0.25195471100000605,-0.25195471100000605,-0.25195471100000605,0.0,0.0,0.0,5.035263351628857
2022-01-02,4.365007735037671,1.1916595421556788,2.6604453231993537,4.365007735037671,4.365007735037671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.552433940069965,-0.552433940069965,-0.552433940069965,-0.30280282344610604,-0.30280282344610604,-0.30280282344610604,-0.24963111662385898,-0.24963111662385898,-0.24963111662385898,0.0,0.0,0.0,1.9536293135349365
2022-01-03,4.364966870075342,2.5171854934841735,3.929613752533373,4.364966870075342,4.364966870075342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.260905208478934,-0.260905208478934,-0.260905208478934,-0.013636915070043387,-0.013636915070043387,-0.013636915070043387,-0.24726829340889062,-0.24726829340889062,-0.24726829340889062,0.0,0.0,0.0,3.226124278834695
2022-01-04,4.364926005113014,2.5243791328067977,3.972428331101426,4.364926005113014,4.364926005113014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2614299286819829,-0.2614299286819829,-0.2614299286819829,-0.016509618641612697,-0.016509618641612697,-0.016509618641612697,-0.2449203100403702,-0.2449203100403702,-0.2449203100403702,0.0,0.0,0.0,3.223803710894186
2022-01-05,4.364885140150685,2.47665809955117,3.967965214998342,4.364885140150685,4.364885140150685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2695073422257643,-0.2695073422257643,-0.2695073422257643,-0.02686872031558133,-0.02686872031558133,-0.02686872031558133,-0.24263862191018296,-0.24263862191018296,-0.24263862191018296,0.0,0.0,0.0,3.188516546907941
2022-01-06,4.364844275188356,2.491325317258462,3.944876344327341,4.364844275188356,4.364844275188356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26911505720298873,-0.26911505720298873,-0.26911505720298873,-0.02864380000032063,-0.02864380000032063,-0.02864380000032063,-0.2404712572026681,-0.2404712572026681,-0.2404712572026681,0.0,0.0,0.0,3.1901989583889034
2022-01-07,4.364803410226028,2.5362786876767527,3.987320518820776,4.364803410226028,4.364803410226028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25549618601938745,-0.25549618601938745,-0.25549618601938745,-0.01703402241967128,-0.01703402241967128,-0.01703402241967128,-0.23846216359971617,-0.23846216359971617,-0.23846216359971617,0.0,0.0,0.0,3.249612786188862
2022-01-08,4.364762545263698,4.352911741580241,5.828704057447909,4.364762545263698,4.364762545263698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16884518335570542,0.16884518335570542,0.16884518335570542,0.4054958998955693,0.4054958998955693,0.4054958998955693,-0.23665071653986386,-0.23665071653986386,-0.23665071653986386,0.0,0.0,0.0,5.101731677522863
2022-01-09,4.36472168030137,1.2794707751293994,2.7675516595356164,4.36472168030137,4.36472168030137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.537874207458148,-0.537874207458148,-0.537874207458148,-0.30280282344623705,-0.30280282344623705,-0.30280282344623705,-0.23507138401191088,-0.23507138401191088,-0.23507138401191088,0.0,0.0,0.0,2.017050465733875
2022-01-10,4.364680815339041,2.5893953006464336,3.9743977488911426,4.364680815339041,4.364680815339041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2473904525124603,-0.2473904525124603,-0.2473904525124603,-0.013636915069177968,-0.013636915069177968,-0.013636915069177968,-0.23375353744328237,-0.23375353744328237,-0.23375353744328237,0.0,0.0,0.0,3.284900453359861
