ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Black Friday_1,Black Friday_1_lower,Black Friday_1_upper,Black Friday_2,Black Friday_2_lower,Black Friday_2_upper,Promotion Ramadan_1,Promotion Ramadan_1_lower,Promotion Ramadan_1_upper,Promotion Ramadan_2,Promotion Ramadan_2_lower,Promotion Ramadan_2_upper,Soldes Été_1,Soldes Été_1_lower,Soldes Été_1_upper,Soldes Été_2,Soldes Été_2_lower,Soldes Été_2_upper,Tabaski_1,Tabaski_1_lower,Tabaski_1_upper,Tabaski_2,Tabaski_2_lower,Tabaski_2_upper,Tabaski_3,Tabaski_3_lower,Tabaski_3_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-01-01,7.871735999999999,10.970810392766337,13.362609526870575,7.871735999999999,7.871735999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5409341777904295,0.5409341777904295,0.5409341777904295,0.38971311779043194,0.38971311779043194,0.38971311779043194,0.1512210599999976,0.1512210599999976,0.1512210599999976,0.0,0.0,0.0,12.129827040943324
2022-01-02,7.871403853333333,5.227992947393674,7.761488949109499,7.871403853333333,7.871403853333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16555559423027832,-0.16555559423027832,-0.16555559423027832,-0.31718355221475775,-0.31718355221475775,-0.31718355221475775,0.15162795798447942,0.15162795798447942,0.15162795798447942,0.0,0.0,0.0,6.56824891096823
2022-01-03,7.871071706666666,7.86236424015943,10.303711321967002,7.871071706666666,7.871071706666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14666856627801683,0.14666856627801683,0.14666856627801683,-0.005225124429287548,-0.005225124429287548,-0.005225124429287548,0.15189369070730438,0.15189369070730438,0.15189369070730438,0.0,0.0,0.0,9.02551050895493
2022-01-04,7.870739559999999,7.843761535357969,10.374366911696846,7.870739559999999,7.870739559999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15105739212935584,0.15105739212935584,0.15105739212935584,-0.0009479400867015986,-0.0009479400867015986,-0.0009479400867015986,0.15200533221605744,0.15200533221605744,0.15200533221605744,0.0,0.0,0.0,9.059672952062952
2022-01-05,7.870407413333332,7.618585151437482,10.128500329539888,7.870407413333332,7.870407413333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1299124366627239,0.1299124366627239,0.1299124366627239,-0.02204247764351694,-0.02204247764351694,-0.02204247764351694,0.15195491430624086,0.15195491430624086,0.15195491430624086,0.0,0.0,0.0,8.89287121792783
2022-01-06,7.870075266666666,7.589363730527377,10.062461385941434,7.870075266666666,7.870075266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12756214651164424,0.12756214651164424,0.12756214651164424,-0.024177800000321215,-0.024177800000321215,-0.024177800000321215,0.15173994651196546,0.15173994651196546,0.15173994651196546,0.0,0.0,0.0,8.873998960890868
2022-01-07,7.86974312,7.646978756301155,10.145579074480485,7.86974312,7.86974312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1312275903856706,0.1312275903856706,0.1312275903856706,-0.02013622341414506,-0.02013622341414506,-0.02013622341414506,0.15136381379981567,0.15136381379981567,0.15136381379981567,0.0,0.0,0.0,8.90247054659181
2022-01-08,7.869410973333333,10.90172894390732,13.419390149503121,7.869410973333333,7.869410973333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5405491485439952,0.5405491485439952,0.5405491485439952,0.38971311779094303,0.38971311779094303,0.38971311779094303,0.15083603075305213,0.15083603075305213,0.15083603075305213,0.0,0.0,0.0,12.12321437451144
2022-01-09,7.869078826666667,5.3071685204419925,7.754553691870911,7.869078826666667,7.869078826666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16701121826233253,-0.16701121826233253,-0.16701121826233253,-0.31718355221487415,-0.31718355221487415,-0.31718355221487415,0.15017233395254165,0.15017233395254165,0.15017233395254165,0.0,0.0,0.0,6.5548543852227406
2022-01-10,7.868746679999998,7.842271459523587,10.188829809208256,7.868746679999998,7.868746679999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441694735260043,0.1441694735260043,0.1441694735260043,-0.005225124428401062,-0.005225124428401062,-0.005225124428401062,0.14939459795440535,0.14939459795440535,0.14939459795440535,0.0,0.0,0.0,9.003179746165094
2022-01-11,7.868414533333333,7.850554199120887,10.27426437802356,7.868414533333333,7.868414533333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1475826245660317,0.1475826245660317,0.1475826245660317,-0.0009479400876380717,-0.0009479400876380717,-0.0009479400876380717,0.14853056465366976,0.14853056465366976,0.14853056465366976,0.0,0.0,0.0,9.029655801336173
